number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0014093,Closed,False,2,0,8,True,Caller 4635,Opened by  55,2016-04-01 13:08:00,Created by 30,2016-04-01 13:24:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 179,Category 23,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 10:10:00,2016-11-04 10:59:00,No
INC0015088,Resolved,True,7,0,11,True,Caller 3293,Opened by  386,2016-04-04 17:26:00,Created by 167,2016-04-04 17:40:00,Updated by 874,2016-04-06 10:56:00,Phone,Location 46,Category 13,Subcategory 69,Symptom 10,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 10:56:00,2016-11-04 10:59:00,No
INC0015289,Resolved,True,2,0,2,True,Caller 3375,,2016-04-05 09:14:00,Created by 89,2016-04-05 09:19:00,Updated by 507,2016-04-06 10:55:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,True,Do Not Notify,code 6,Resolved by 121,2016-04-06 10:55:00,2016-11-04 10:59:00,No
INC0015477,Closed,False,2,0,11,True,Caller 5505,Opened by  17,2016-04-05 12:25:00,,,Updated by 908,2016-04-11 10:59:00,Phone,Location 161,Category 20,Subcategory 103,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-04-06 10:45:00,2016-11-04 10:59:00,No
INC0015224,Closed,False,1,0,8,True,Caller 5594,Opened by  535,2016-04-05 08:15:00,Created by 229,2016-04-05 08:24:00,Updated by 908,2016-04-11 10:59:00,Phone,Location 167,Category 23,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 62,Resolver 190,False,True,Do Not Notify,code 6,Resolved by 173,2016-04-06 10:48:00,2016-11-04 10:59:00,No
INC0016891,Closed,False,1,0,9,True,Caller 298,Opened by  17,2016-04-08 10:24:00,,,Updated by 20,2016-04-11 11:23:00,Phone,Location 143,Category 53,Subcategory 153,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,False,True,Do Not Notify,code 7,Resolved by 2,2016-04-08 14:02:00,2016-11-04 11:23:00,No
INC0016288,Closed,False,2,0,7,True,Caller 90,Opened by  8,2016-04-07 01:19:00,Created by 6,2016-04-07 01:21:00,Updated by 20,2016-04-11 11:23:00,Phone,Location 188,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-04-08 14:26:00,2016-11-04 11:23:00,No
INC0016681,Resolved,True,0,0,13,True,Caller 150,,2016-04-07 16:38:00,,,Updated by 78,2016-04-11 10:40:00,Phone,Location 55,Category 57,Subcategory 170,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-04-11 10:40:00,2016-11-04 11:23:00,No
INC0016246,Closed,False,3,0,9,True,Caller 2359,Opened by  17,2016-04-06 18:11:00,Created by 10,2016-04-06 18:16:00,Updated by 20,2016-04-11 11:24:00,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 25,False,True,Do Not Notify,code 6,Resolved by 23,2016-04-07 20:23:00,2016-11-04 11:24:00,No
INC0014859,Resolved,True,1,0,6,True,Caller 2471,,2016-04-04 12:16:00,,,Updated by 664,2016-04-07 11:10:00,Phone,Location 204,Category 40,Subcategory 44,Symptom 315,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,False,True,Do Not Notify,,Resolved by 163,2016-04-07 11:10:00,2016-11-04 11:24:00,No
INC0015739,Closed,False,0,0,4,True,Caller 1353,Opened by  62,2016-04-06 08:06:00,,,Updated by 20,2016-04-11 11:24:00,Phone,Location 204,Category 57,Subcategory 159,Symptom 106,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,False,True,Do Not Notify,,Resolved by 163,2016-04-07 08:34:00,2016-11-04 11:24:00,No
INC0015831,Closed,False,0,0,4,True,Caller 2437,Opened by  230,2016-04-06 09:51:00,Created by 102,2016-04-06 09:53:00,Updated by 20,2016-04-11 11:24:00,Phone,Location 51,Category 57,Subcategory 170,Symptom 296,3 - Low,3 - Low,4 - Low,Group 65,Resolver 2,False,True,Do Not Notify,code 7,Resolved by 2,2016-04-07 09:29:00,2016-11-04 11:24:00,No
INC0015867,Closed,False,0,0,2,True,Caller 1904,Opened by  180,2016-04-06 10:30:00,Created by 81,2016-04-06 10:31:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,code 6,Resolved by 85,2016-04-06 11:49:00,2016-11-04 11:59:00,No
INC0011747,Resolved,True,3,0,7,True,Caller 1710,Opened by  17,2016-03-28 09:36:00,Created by 10,2016-03-28 09:44:00,Updated by 915,2016-04-06 11:22:00,Phone,Location 204,Category 20,Subcategory 125,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-04-06 11:22:00,2016-11-04 11:59:00,No
INC0014666,Closed,False,4,0,10,True,Caller 813,Opened by  24,2016-04-04 09:15:00,Created by 13,2016-04-04 09:20:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 35,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 21,False,True,Do Not Notify,code 8,Resolved by 19,2016-04-06 11:38:00,2016-11-04 11:59:00,No
INC0015105,Closed,False,5,0,11,True,Caller 2283,Opened by  17,2016-04-04 18:06:00,Created by 10,2016-04-04 18:13:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 204,Category 40,Subcategory 69,Symptom 10,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 10:59:00,2016-11-04 11:59:00,No
INC0010584,Closed,False,0,0,6,False,Caller 799,Opened by  390,2016-03-23 14:17:00,,,Updated by 908,2016-04-11 11:59:00,Phone,Location 51,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 68,Resolver 97,False,True,Do Not Notify,code 6,Resolved by 87,2016-04-06 11:03:00,2016-11-04 11:59:00,No
INC0015851,Closed,False,1,0,3,True,Caller 1848,Opened by  40,2016-04-06 10:16:00,,,Updated by 908,2016-04-11 11:59:00,Phone,Location 45,Category 9,Subcategory 164,Symptom 462,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,True,Do Not Notify,code 6,Resolved by 21,2016-04-06 11:16:00,2016-11-04 11:59:00,No
INC0001334,Closed,False,0,0,13,False,Caller 1014,Opened by  267,2016-03-02 14:01:00,Created by 113,2016-03-02 14:03:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 204,Category 45,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,code 6,Resolved by 125,2016-04-06 11:06:00,2016-11-04 11:59:00,No
INC0008048,Resolved,True,2,0,15,True,Caller 1001,Opened by  131,2016-03-17 07:27:00,Created by 62,2016-03-17 07:31:00,Updated by 241,2016-04-06 11:22:00,Phone,Location 143,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,code 6,Resolved by 62,2016-04-06 11:22:00,2016-11-04 11:59:00,No
INC0015196,Closed,False,0,0,9,True,Caller 2253,Opened by  131,2016-04-05 07:12:00,Created by 62,2016-04-05 07:25:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 93,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,code 6,Resolved by 196,2016-04-06 11:54:00,2016-11-04 11:59:00,No
INC0015929,Closed,False,0,0,1,True,Caller 4323,Opened by  62,2016-04-06 11:50:00,Created by 33,2016-04-06 11:51:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,False,Do Not Notify,code 9,Resolved by 32,2016-04-06 11:51:00,2016-11-04 11:59:00,No
INC0014713,Resolved,True,1,0,5,True,Caller 255,Opened by  501,2016-04-04 09:42:00,Created by 216,2016-04-04 09:50:00,Updated by 862,2016-04-06 11:18:00,Phone,Location 204,Category 46,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,False,True,Do Not Notify,code 6,Resolved by 197,2016-04-06 11:18:00,2016-11-04 11:59:00,No
INC0014097,Resolved,True,4,0,13,True,Caller 2062,Opened by  17,2016-04-01 13:23:00,Created by 10,2016-04-01 13:27:00,Updated by 874,2016-04-06 11:44:00,Phone,Location 143,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-04-06 11:44:00,2016-11-04 11:59:00,No
INC0011725,Resolved,True,1,0,5,True,Caller 5185,Opened by  8,2016-03-28 09:17:00,Created by 6,2016-03-28 09:30:00,Updated by 915,2016-04-06 11:14:00,Phone,Location 161,Category 26,Subcategory 275,Symptom 115,2 - Medium,2 - Medium,3 - Moderate,,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,2016-04-06 11:14:00,2016-11-04 11:59:00,No
INC0001170,Resolved,True,2,0,14,True,Caller 448,Opened by  267,2016-03-02 11:14:00,Created by 113,2016-03-02 11:16:00,Updated by 495,2016-04-06 11:39:00,Phone,Location 143,Category 45,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,code 6,Resolved by 125,2016-04-06 11:39:00,2016-11-04 11:59:00,No
INC0012851,Resolved,True,1,0,7,True,Caller 5412,Opened by  70,2016-03-30 08:55:00,Created by 47,2016-03-30 08:58:00,Updated by 190,2016-04-06 11:07:00,Phone,Location 51,Category 43,Subcategory 105,Symptom 33,3 - Low,3 - Low,4 - Low,Group 43,Resolver 37,False,True,Do Not Notify,code 6,Resolved by 35,2016-04-06 11:07:00,2016-11-04 11:59:00,No
INC0001153,Closed,False,0,0,14,False,Caller 533,Opened by  267,2016-03-02 11:06:00,Created by 113,2016-03-02 11:07:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 204,Category 45,Subcategory 150,,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,code 6,Resolved by 125,2016-04-06 11:17:00,2016-11-04 11:59:00,No
INC0015897,Closed,False,0,0,2,True,Caller 440,Opened by  131,2016-04-06 11:07:00,Created by 62,2016-04-06 11:11:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 44,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,False,True,Do Not Notify,code 6,Resolved by 183,2016-04-06 11:40:00,2016-11-04 11:59:00,No
INC0015901,Resolved,True,0,0,1,True,Caller 4398,Opened by  17,2016-04-06 11:10:00,,,Updated by 44,2016-04-06 11:15:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,2016-04-06 11:15:00,2016-11-04 11:59:00,No
INC0014939,Resolved,True,3,0,6,True,Caller 4900,Opened by  17,2016-04-04 14:03:00,Created by 10,2016-04-04 14:33:00,Updated by 60,2016-04-06 11:00:00,Phone,Location 124,Category 53,Subcategory 82,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 11:00:00,2016-11-04 11:59:00,No
INC0015899,Resolved,True,0,0,1,True,Caller 2628,Opened by  17,2016-04-06 11:09:00,,,Updated by 44,2016-04-06 11:20:00,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 11:20:00,2016-11-04 11:59:00,No
INC0015664,Resolved,True,1,0,2,True,Caller 5412,Opened by  520,2016-04-05 17:44:00,Created by 226,2016-04-05 18:01:00,Updated by 748,2016-04-06 11:58:00,Phone,Location 51,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-04-06 11:58:00,2016-11-04 11:59:00,No
INC0013057,Closed,False,2,0,10,False,Caller 353,Opened by  40,2016-03-30 13:35:00,Created by 20,2016-03-30 13:37:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 161,Category 34,Subcategory 134,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,True,Do Not Notify,code 16,Resolved by 231,2016-04-06 11:54:00,2016-11-04 11:59:00,No
INC0015919,Resolved,True,0,0,0,True,Caller 3271,Opened by  40,2016-04-06 11:36:00,,,Updated by 908,2016-04-06 11:36:00,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-11-04 11:59:00,No
INC0015918,Resolved,True,0,0,2,True,Caller 4597,Opened by  108,2016-04-06 11:34:00,,,Updated by 214,2016-04-06 11:49:00,Phone,Location 204,Category 37,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-04-06 11:49:00,2016-11-04 11:59:00,No
INC0015911,Resolved,True,0,0,2,True,Caller 5422,Opened by  17,2016-04-06 11:23:00,,,Updated by 44,2016-04-06 11:34:00,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 11:34:00,2016-11-04 11:59:00,No
INC0015872,Resolved,True,0,0,1,True,Caller 4178,Opened by  17,2016-04-06 10:37:00,,,Updated by 44,2016-04-06 11:02:00,Phone,Location 43,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 11:02:00,2016-11-04 11:59:00,No
INC0015889,Closed,False,0,0,2,True,Caller 5391,Opened by  517,2016-04-06 10:57:00,Created by 225,2016-04-06 11:02:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 197,Category 19,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 49,False,True,Do Not Notify,code 9,Resolved by 117,2016-04-06 11:45:00,2016-11-04 11:59:00,No
INC0012697,Resolved,True,7,0,9,True,Caller 4337,,2016-03-29 16:43:00,Created by 89,2016-03-29 16:49:00,Updated by 60,2016-04-06 11:04:00,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 11:04:00,2016-11-04 11:59:00,No
INC0015885,Closed,False,0,0,3,True,Caller 3302,Opened by  62,2016-04-06 10:53:00,Created by 33,2016-04-06 11:03:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 97,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,2016-04-06 11:13:00,2016-11-04 11:59:00,No
INC0015886,Resolved,True,0,0,1,True,Caller 3830,Opened by  17,2016-04-06 10:54:00,,,Updated by 44,2016-04-06 11:08:00,Phone,Location 35,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 11:08:00,2016-11-04 11:59:00,No
INC0012538,Closed,False,1,0,11,False,Caller 3561,Opened by  40,2016-03-29 12:54:00,Created by 20,2016-03-29 12:58:00,Updated by 908,2016-04-11 11:59:00,Phone,Location 93,Category 34,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,code 6,Resolved by 62,2016-04-06 11:32:00,2016-11-04 11:59:00,No
INC0012373,Resolved,True,7,0,10,True,Caller 2208,Opened by  24,2016-03-29 09:51:00,Created by 13,2016-03-29 09:55:00,Updated by 60,2016-04-06 11:11:00,Phone,Location 108,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-04-06 11:11:00,2016-11-04 11:59:00,No
INC0015939,Closed,False,0,0,2,True,Caller 679,Opened by  55,2016-04-06 12:13:00,,,Updated by 908,2016-04-11 12:59:00,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,2016-04-06 12:33:00,2016-11-04 12:59:00,No
INC0015850,Resolved,True,1,0,2,True,Caller 3236,Opened by  131,2016-04-06 10:14:00,Created by 62,2016-04-06 10:19:00,Updated by 748,2016-04-06 12:15:00,Phone,Location 108,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-04-06 12:15:00,2016-11-04 12:59:00,No
INC0010453,Resolved,True,1,0,9,True,Caller 171,Opened by  17,2016-03-23 10:57:00,Created by 10,2016-03-23 11:05:00,Updated by 307,2016-04-06 12:22:00,Phone,Location 143,Category 9,Subcategory 145,Symptom 466,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,code 9,Resolved by 71,2016-04-06 12:22:00,2016-11-04 12:59:00,No
INC0014216,Closed,False,0,0,5,True,Caller 4317,Opened by  500,2016-04-01 15:20:00,Created by 217,2016-04-01 15:32:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,2016-04-06 12:21:00,2016-11-04 12:59:00,No
INC0002448,Closed,False,11,0,25,False,Caller 2271,Opened by  59,2016-03-04 11:42:00,Created by 34,2016-03-04 11:47:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 93,Category 34,Subcategory 154,Symptom 112,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,True,Do Not Notify,code 6,Resolved by 62,2016-04-06 12:22:00,2016-11-04 12:59:00,No
INC0009940,Resolved,True,7,0,15,True,Caller 3102,Opened by  17,2016-03-22 11:08:00,,,Updated by 111,2016-04-06 12:35:00,Phone,Location 51,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,True,Do Not Notify,code 9,Resolved by 24,2016-04-06 12:35:00,2016-11-04 12:59:00,No
INC0014742,Resolved,True,0,0,3,True,Caller 268,Opened by  131,2016-04-04 10:12:00,Created by 62,2016-04-04 10:16:00,Updated by 519,2016-04-06 12:10:00,Phone,Location 204,Category 9,Subcategory 164,Symptom 471,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,2016-04-06 12:10:00,2016-11-04 12:59:00,No
INC0015926,Resolved,True,0,0,0,True,Caller 1198,Opened by  40,2016-04-06 11:49:00,,,Updated by 908,2016-04-06 11:49:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,code 6,Resolved by 21,,2016-11-04 12:59:00,No
INC0010379,Resolved,True,0,0,7,True,Caller 2274,Opened by  17,2016-03-23 10:05:00,Created by 10,2016-03-23 10:13:00,Updated by 44,2016-04-06 12:02:00,Phone,Location 93,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-04-06 12:02:00,2016-11-04 12:59:00,No
INC0015908,Closed,False,1,0,3,True,Caller 2855,Opened by  131,2016-04-06 11:18:00,,,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 57,Subcategory 23,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,2016-04-06 12:03:00,2016-11-04 12:59:00,No
INC0015934,Closed,False,0,0,2,True,Caller 5113,Opened by  17,2016-04-06 12:08:00,,,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-04-06 12:52:00,2016-11-04 12:59:00,No
INC0015287,Closed,False,1,0,5,True,Caller 5115,Opened by  24,2016-04-05 09:13:00,Created by 13,2016-04-05 09:15:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-04-06 12:03:00,2016-11-04 12:59:00,No
INC0011813,Resolved,True,5,0,9,True,Caller 3375,Opened by  501,2016-03-28 10:22:00,Created by 216,2016-03-28 10:32:00,Updated by 915,2016-04-06 12:47:00,Phone,Location 108,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 212,2016-04-06 12:47:00,2016-11-04 12:59:00,No
INC0013876,Closed,False,0,0,6,True,Caller 2391,Opened by  24,2016-04-01 09:10:00,Created by 13,2016-04-01 09:13:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 24,Subcategory 164,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,code 5,Resolved by 113,2016-04-06 12:20:00,2016-11-04 12:59:00,No
INC0013259,Resolved,True,1,0,8,True,Caller 1941,Opened by  17,2016-03-30 17:47:00,Created by 10,2016-03-30 17:52:00,Updated by 241,2016-04-06 12:22:00,Phone,Location 93,Category 34,Subcategory 112,Symptom 468,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,code 6,Resolved by 62,2016-04-06 12:22:00,2016-11-04 12:59:00,No
INC0015777,Closed,False,2,0,8,True,Caller 1325,Opened by  17,2016-04-06 08:58:00,Created by 10,2016-04-06 08:59:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 42,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 82,False,True,Do Not Notify,code 9,Resolved by 75,2016-04-06 12:05:00,2016-11-04 12:59:00,No
INC0015784,Closed,False,1,0,3,True,Caller 1262,Opened by  17,2016-04-06 09:03:00,Created by 10,2016-04-06 09:05:00,Updated by 908,2016-04-11 12:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-04-06 12:14:00,2016-11-04 12:59:00,No
